t;Csour;Esol;Rt;A_405;A_450;A_492;A_630;A405;A450;A492;A630;;;;;;;;;;;;;;
60;CC;N3;30;0.251;0.244;0.218;0.173;0.131;0.136;0.113;0.061;;;;;;;;;;;;;;
60;CC;N3;40;0.247;0.237;0.231;0.206;0.127;0.129;0.126;0.094;;;;;;;;;;;;;;
60;CC;N3;50;0.281;0.277;0.252;0.204;0.161;0.169;0.147;0.092;;;;;;;;;;;;;;
60;CC;N3;60;0.233;0.277;0.229;0.208;0.113;0.169;0.124;0.096;;;;;;;;;;;;;;
60;CC;N3;70;0.255;0.254;0.265;0.257;0.135;0.146;0.16;0.145;;;;;;;;;;;;;;
60;CC;N3;80;0.242;0.238;0.238;0.212;0.122;0.13;0.133;0.1;;;;;;;;;;;;;;
70;FS;N5;10;0.452;0.411;0.402;0.388;0.355;0.322;0.311;0.307;;;;;;;;;;;;;;
70;FS;N5;20;0.484;0.415;0.385;0.274;0.387;0.326;0.294;0.193;;;;;;;;;;;;;;
70;FS;N5;30;0.411;0.335;0.303;0.218;0.314;0.246;0.212;0.137;;;;;;;;;;;;;;
70;FS;N5;40;0.463;0.371;0.37;0.274;0.366;0.282;0.279;0.193;;;;;;;;;;;;;;
70;FS;N5;50;0.406;0.326;0.265;0.199;0.309;0.237;0.174;0.118;;;;;;;;;;;;;;
70;FS;N5;60;0.424;0.344;0.347;0.252;0.327;0.255;0.256;0.171;;;;;;;;;;;;;;
70;FS;N5;70;0.438;0.403;0.365;0.288;0.341;0.314;0.274;0.207;;;;;;;;;;;;;;
70;FS;N5;80;0.406;0.342;0.315;0.227;0.309;0.253;0.224;0.146;;;;;;;;;;;;;;
70;CC;N3;10;0.233;0.238;0.225;0.221;0.113;0.13;0.12;0.109;;;;;;;;;;;;;;
70;CC;N3;20;0.212;0.216;0.214;0.202;0.092;0.108;0.109;0.09;;;;;;;;;;;;;;
70;CC;N3;30;0.218;0.221;0.205;0.178;0.098;0.113;0.1;0.066;;;;;;;;;;;;;;
70;CC;N3;40;0.266;0.238;0.262;0.219;0.146;0.13;0.157;0.107;;;;;;;;;;;;;;
70;CC;N3;50;0.238;0.241;0.221;0.187;0.118;0.133;0.116;0.075;;;;;;;;;;;;;;
70;CC;N3;60;0.27;0.249;0.266;0.219;0.15;0.141;0.161;0.107;;;;;;;;;;;;;;
70;CC;N3;70;0.323;0.337;0.314;0.272;0.203;0.229;0.209;0.16;;;;;;;;;;;;;;
70;CC;N3;80;0.269;0.269;0.265;0.215;0.149;0.161;0.16;0.103;;;;;;;;;;;;;;
80;FS;N5;10;0.428;0.391;0.383;0.385;0.331;0.302;0.292;0.304;;;;;;;;;;;;;;
80;FS;N5;20;0.502;0.42;0.375;0.284;0.405;0.331;0.284;0.203;;;;;;;;;;;;;;
80;FS;N5;30;0.418;0.342;0.305;0.233;0.321;0.253;0.214;0.152;;;;;;;;;;;;;;
80;FS;N5;40;0.472;0.38;0.354;0.276;0.375;0.291;0.263;0.195;;;;;;;;;;;;;;
80;FS;N5;50;0.393;0.32;0.288;0.223;0.296;0.231;0.197;0.142;;;;;;;;;;;;;;
80;FS;N5;60;0.437;0.351;0.329;0.255;0.34;0.262;0.238;0.174;;;;;;;;;;;;;;
80;FS;N5;70;0.453;0.381;0.353;0.293;0.356;0.292;0.262;0.212;;;;;;;;;;;;;;
80;FS;N5;80;0.403;0.33;0.3;0.235;0.306;0.241;0.209;0.154;;;;;;;;;;;;;;
80;CC;N3;10;0.244;0.241;0.242;0.237;0.124;0.133;0.137;0.125;;;;;;;;;;;;;;
80;CC;N3;20;0.22;0.219;0.219;0.206;0.1;0.111;0.114;0.094;;;;;;;;;;;;;;
80;CC;N3;30;0.227;0.223;0.221;0.193;0.107;0.115;0.116;0.081;;;;;;;;;;;;;;
80;CC;N3;40;0.28;0.265;0.272;0.23;0.16;0.157;0.167;0.118;;;;;;;;;;;;;;
80;CC;N3;50;0.253;0.247;0.247;0.212;0.133;0.139;0.142;0.1;;;;;;;;;;;;;;
80;CC;N3;60;0.287;0.274;0.278;0.23;0.167;0.166;0.173;0.118;;;;;;;;;;;;;;
80;CC;N3;70;0.342;0.339;0.331;0.287;0.222;0.231;0.226;0.175;;;;;;;;;;;;;;
80;CC;N3;80;0.289;0.282;0.282;0.234;0.169;0.174;0.177;0.122;;;;;;;;;;;;;;
90;FS;N5;10;0.414;0.396;0.375;0.385;0.317;0.307;0.284;0.304;;;;;;;;;;;;;;
90;FS;N5;20;0.525;0.452;0.385;0.311;0.428;0.363;0.294;0.23;;;;;;;;;;;;;;
90;FS;N5;30;0.441;0.365;0.317;0.246;0.344;0.276;0.226;0.165;;;;;;;;;;;;;;
90;FS;N5;40;0.501;0.417;0.362;0.29;0.404;0.328;0.271;0.209;;;;;;;;;;;;;;
90;FS;N5;50;0.398;0.336;0.303;0.218;0.301;0.247;0.212;0.137;;;;;;;;;;;;;;
90;FS;N5;60;0.463;0.388;0.334;0.271;0.366;0.299;0.243;0.19;;;;;;;;;;;;;;
90;FS;N5;70;0.476;0.424;0.364;0.304;0.379;0.335;0.273;0.223;;;;;;;;;;;;;;
90;FS;N5;80;0.419;0.359;0.312;0.242;0.322;0.27;0.221;0.161;;;;;;;;;;;;;;
90;CC;N3;10;0.245;0.245;0.245;0.236;0.125;0.137;0.14;0.124;;;;;;;;;;;;;;
90;CC;N3;20;0.238;0.237;0.236;0.225;0.118;0.129;0.131;0.113;;;;;;;;;;;;;;
90;CC;N3;30;0.247;0.24;0.238;0.206;0.127;0.132;0.133;0.094;;;;;;;;;;;;;;
90;CC;N3;40;0.322;0.301;0.298;0.252;0.202;0.193;0.193;0.14;;;;;;;;;;;;;;
90;CC;N3;50;0.27;0.265;0.261;0.216;0.15;0.157;0.156;0.104;;;;;;;;;;;;;;
90;CC;N3;60;0.329;0.311;0.306;0.252;0.209;0.203;0.201;0.14;;;;;;;;;;;;;;
90;CC;N3;70;0.366;0.367;0.354;0.306;0.246;0.259;0.249;0.194;;;;;;;;;;;;;;
90;CC;N3;80;0.327;0.322;0.313;0.253;0.207;0.214;0.208;0.141;;;;;;;;;;;;;;
100;FS;N5;10;0.407;0.403;0.388;0.388;0.31;0.314;0.297;0.307;;;;;;;;;;;;;;
100;FS;N5;20;0.514;0.454;0.414;0.317;0.417;0.365;0.323;0.236;;;;;;;;;;;;;;
100;FS;N5;30;0.444;0.373;0.335;0.251;0.347;0.284;0.244;0.17;;;;;;;;;;;;;;
100;FS;N5;40;0.487;0.418;0.386;0.298;0.39;0.329;0.295;0.217;;;;;;;;;;;;;;
100;FS;N5;50;0.404;0.345;0.302;0.229;0.307;0.256;0.211;0.148;;;;;;;;;;;;;;
100;FS;N5;60;0.443;0.382;0.357;0.278;0.346;0.293;0.266;0.197;;;;;;;;;;;;;;
100;FS;N5;70;0.463;0.418;0.385;0.316;0.366;0.329;0.294;0.235;;;;;;;;;;;;;;
100;FS;N5;80;0.412;0.356;0.322;0.251;0.315;0.267;0.231;0.17;;;;;;;;;;;;;;
100;CC;N3;10;0.244;0.238;0.244;0.239;0.124;0.13;0.139;0.127;;;;;;;;;;;;;;
100;CC;N3;20;0.235;0.231;0.243;0.234;0.115;0.123;0.138;0.122;;;;;;;;;;;;;;
100;CC;N3;30;0.263;0.25;0.251;0.222;0.143;0.142;0.146;0.11;;;;;;;;;;;;;;
100;CC;N3;40;0.336;0.305;0.316;0.269;0.216;0.197;0.211;0.157;;;;;;;;;;;;;;
100;CC;N3;50;0.301;0.28;0.279;0.237;0.181;0.172;0.174;0.125;;;;;;;;;;;;;;
100;CC;N3;60;0.35;0.318;0.329;0.271;0.23;0.21;0.224;0.159;;;;;;;;;;;;;;
100;CC;N3;70;0.382;0.364;0.374;0.325;0.262;0.256;0.269;0.213;;;;;;;;;;;;;;
100;CC;N3;80;0.353;0.328;0.334;0.275;0.233;0.22;0.229;0.163;;;;;;;;;;;;;;
110;FS;N5;10;0.452;0.41;0.384;0.397;0.355;0.321;0.293;0.316;;;;;;;;;;;;;;
110;FS;N5;20;0.527;0.476;0.418;0.339;0.43;0.387;0.327;0.258;;;;;;;;;;;;;;
110;FS;N5;30;0.473;0.383;0.335;0.263;0.376;0.294;0.244;0.182;;;;;;;;;;;;;;
110;FS;N5;40;0.51;0.437;0.384;0.307;0.413;0.348;0.293;0.226;;;;;;;;;;;;;;
110;FS;N5;50;0.453;0.337;0.298;0.23;0.356;0.248;0.207;0.149;;;;;;;;;;;;;;
110;FS;N5;60;0.457;0.403;0.356;0.289;0.36;0.314;0.265;0.208;;;;;;;;;;;;;;
110;FS;N5;70;0.474;0.436;0.382;0.323;0.377;0.347;0.291;0.242;;;;;;;;;;;;;;
110;FS;N5;80;0.438;0.366;0.321;0.258;0.341;0.277;0.23;0.177;;;;;;;;;;;;;;
110;CC;N3;10;0.263;0.246;0.256;0.244;0.143;0.138;0.151;0.132;;;;;;;;;;;;;;
110;CC;N3;20;0.236;0.244;0.259;0.246;0.116;0.136;0.154;0.134;;;;;;;;;;;;;;
110;CC;N3;30;0.286;0.265;0.27;0.238;0.166;0.157;0.165;0.126;;;;;;;;;;;;;;
110;CC;N3;40;0.349;0.339;0.342;0.292;0.229;0.231;0.237;0.18;;;;;;;;;;;;;;
110;CC;N3;50;0.346;0.308;0.3;0.252;0.226;0.2;0.195;0.14;;;;;;;;;;;;;;
110;CC;N3;60;0.372;0.365;0.363;0.299;0.252;0.257;0.258;0.187;;;;;;;;;;;;;;
110;CC;N3;70;0.395;0.411;0.405;0.35;0.275;0.303;0.3;0.238;;;;;;;;;;;;;;
110;CC;N3;80;0.39;0.376;0.368;0.301;0.27;0.268;0.263;0.189;;;;;;;;;;;;;;
120;FS;N5;10;0.457;0.473;0.413;0.404;0.36;0.384;0.322;0.323;;;;;;;;;;;;;;
120;FS;N5;20;0.542;0.483;0.42;0.326;0.445;0.394;0.329;0.245;;;;;;;;;;;;;;
120;FS;N5;30;0.51;0.445;0.355;0.268;0.413;0.356;0.264;0.187;;;;;;;;;;;;;;
120;FS;N5;40;0.521;0.456;0.397;0.311;0.424;0.367;0.306;0.23;;;;;;;;;;;;;;
120;FS;N5;50;0.484;0.438;0.329;0.256;0.387;0.349;0.238;0.175;;;;;;;;;;;;;;
120;FS;N5;60;0.451;0.399;0.358;0.286;0.354;0.31;0.267;0.205;;;;;;;;;;;;;;
120;FS;N5;70;0.449;0.419;0.385;0.33;0.352;0.33;0.294;0.249;;;;;;;;;;;;;;
120;FS;N5;80;0.432;0.404;0.33;0.271;0.335;0.315;0.239;0.19;;;;;;;;;;;;;;
120;CC;N3;10;0.295;0.297;0.251;0.243;0.175;0.189;0.146;0.131;;;;;;;;;;;;;;
120;CC;N3;20;0.254;0.252;0.234;0.231;0.134;0.144;0.129;0.119;;;;;;;;;;;;;;
120;CC;N3;30;0.322;0.321;0.27;0.25;0.202;0.213;0.165;0.138;;;;;;;;;;;;;;
120;CC;N3;40;0.361;0.349;0.333;0.299;0.241;0.241;0.228;0.187;;;;;;;;;;;;;;
120;CC;N3;50;0.39;0.39;0.316;0.28;0.27;0.282;0.211;0.168;;;;;;;;;;;;;;
120;CC;N3;60;0.395;0.381;0.357;0.306;0.275;0.273;0.252;0.194;;;;;;;;;;;;;;
120;CC;N3;70;0.403;0.406;0.397;0.361;0.283;0.298;0.292;0.249;;;;;;;;;;;;;;
120;CC;N3;80;0.42;0.416;0.372;0.323;0.3;0.308;0.267;0.211;;;;;;;;;;;;;;
130;FS;N5;10;0.458;0.48;0.465;0.473;0.361;0.391;0.374;0.392;;;;;;;;;;;;;;
130;FS;N5;20;0.546;0.49;0.445;0.356;0.449;0.401;0.354;0.275;;;;;;;;;;;;;;
130;FS;N5;30;0.52;0.455;0.404;0.323;0.423;0.366;0.313;0.242;;;;;;;;;;;;;;
130;FS;N5;40;0.531;0.456;0.411;0.336;0.434;0.367;0.32;0.255;;;;;;;;;;;;;;
130;FS;N5;50;0.494;0.44;0.397;0.331;0.397;0.351;0.306;0.25;;;;;;;;;;;;;;
130;FS;N5;60;0.464;0.391;0.351;0.282;0.367;0.302;0.26;0.201;;;;;;;;;;;;;;
130;FS;N5;70;0.465;0.4;0.355;0.299;0.368;0.311;0.264;0.218;;;;;;;;;;;;;;
130;FS;N5;80;0.446;0.388;0.347;0.292;0.349;0.299;0.256;0.211;;;;;;;;;;;;;;
130;CC;N3;10;0.288;0.299;0.293;0.302;0.168;0.191;0.188;0.19;;;;;;;;;;;;;;
130;CC;N3;20;0.259;0.26;0.259;0.262;0.139;0.152;0.154;0.15;;;;;;;;;;;;;;
130;CC;N3;30;0.323;0.325;0.317;0.31;0.203;0.217;0.212;0.198;;;;;;;;;;;;;;
130;CC;N3;40;0.362;0.35;0.335;0.328;0.242;0.242;0.23;0.216;;;;;;;;;;;;;;
130;CC;N3;50;0.396;0.396;0.377;0.365;0.276;0.288;0.272;0.253;;;;;;;;;;;;;;
130;CC;N3;60;0.417;0.392;0.358;0.325;0.297;0.284;0.253;0.213;;;;;;;;;;;;;;
130;CC;N3;70;0.429;0.411;0.371;0.353;0.309;0.303;0.266;0.241;;;;;;;;;;;;;;
130;CC;N3;80;0.452;0.427;0.387;0.356;0.332;0.319;0.282;0.244;;;;;;;;;;;;;;
140;FS;N5;10;0.434;0.415;0.402;0.403;0.337;0.326;0.311;0.322;;;;;;;;;;;;;;
140;FS;N5;20;0.526;0.471;0.438;0.354;0.429;0.382;0.347;0.273;;;;;;;;;;;;;;
140;FS;N5;30;0.494;0.413;0.374;0.284;0.397;0.324;0.283;0.203;;;;;;;;;;;;;;
140;FS;N5;40;0.537;0.451;0.418;0.326;0.44;0.362;0.327;0.245;;;;;;;;;;;;;;
140;FS;N5;50;0.439;0.373;0.336;0.257;0.342;0.284;0.245;0.176;;;;;;;;;;;;;;
140;FS;N5;60;0.494;0.413;0.387;0.304;0.397;0.324;0.296;0.223;;;;;;;;;;;;;;
140;FS;N5;70;0.51;0.45;0.418;0.344;0.413;0.361;0.327;0.263;;;;;;;;;;;;;;
140;FS;N5;80;0.449;0.384;0.354;0.278;0.352;0.295;0.263;0.197;;;;;;;;;;;;;;
140;CC;N3;10;0.236;0.242;0.235;0.243;0.116;0.134;0.13;0.131;;;;;;;;;;;;;;
140;CC;N3;20;0.239;0.241;0.242;0.251;0.119;0.133;0.137;0.139;;;;;;;;;;;;;;
140;CC;N3;30;0.28;0.274;0.273;0.271;0.16;0.166;0.168;0.159;;;;;;;;;;;;;;
140;CC;N3;40;0.365;0.349;0.344;0.327;0.245;0.241;0.239;0.215;;;;;;;;;;;;;;
140;CC;N3;50;0.341;0.336;0.318;0.303;0.221;0.228;0.213;0.191;;;;;;;;;;;;;;
140;CC;N3;60;0.448;0.422;0.398;0.354;0.328;0.314;0.293;0.242;;;;;;;;;;;;;;
140;CC;N3;70;0.485;0.478;0.445;0.409;0.365;0.37;0.34;0.297;;;;;;;;;;;;;;
140;CC;N3;80;0.486;0.464;0.429;0.375;0.366;0.356;0.324;0.263;;;;;;;;;;;;;;
150;FS;N5;10;0.441;0.425;0.405;0.42;0.344;0.336;0.314;0.339;;;;;;;;;;;;;;
150;FS;N5;20;0.505;0.448;0.42;0.344;0.408;0.359;0.329;0.263;;;;;;;;;;;;;;
150;FS;N5;30;0.494;0.421;0.373;0.29;0.397;0.332;0.282;0.209;;;;;;;;;;;;;;
150;FS;N5;40;0.518;0.441;0.504;0.324;0.421;0.352;0.413;0.243;;;;;;;;;;;;;;
150;FS;N5;50;0.45;0.388;0.341;0.276;0.353;0.299;0.25;0.195;;;;;;;;;;;;;;
150;FS;N5;60;0.48;0.4;0.372;0.293;0.383;0.311;0.281;0.212;;;;;;;;;;;;;;
150;FS;N5;70;0.532;0.429;0.408;0.333;0.435;0.34;0.317;0.252;;;;;;;;;;;;;;
150;FS;N5;80;0.455;0.379;0.349;0.28;0.358;0.29;0.258;0.199;;;;;;;;;;;;;;
150;CC;N3;10;0.238;0.241;0.238;0.244;0.118;0.133;0.133;0.132;;;;;;;;;;;;;;
150;CC;N3;20;0.242;0.224;0.232;0.233;0.122;0.116;0.127;0.121;;;;;;;;;;;;;;
150;CC;N3;30;0.281;0.275;0.274;0.274;0.161;0.167;0.169;0.162;;;;;;;;;;;;;;
150;CC;N3;40;0.346;0.333;0.337;0.319;0.226;0.225;0.232;0.207;;;;;;;;;;;;;;
150;CC;N3;50;0.347;0.342;0.33;0.321;0.227;0.234;0.225;0.209;;;;;;;;;;;;;;
150;CC;N3;60;0.433;0.405;0.396;0.35;0.313;0.297;0.291;0.238;;;;;;;;;;;;;;
150;CC;N3;70;0.508;0.452;0.451;0.403;0.388;0.344;0.346;0.291;;;;;;;;;;;;;;
150;CC;N3;80;0.504;0.459;0.44;0.388;0.384;0.351;0.335;0.276;;;;;;;;;;;;;;
160;FS;N5;10;0.44;0.416;0.401;0.41;0.343;0.327;0.31;0.329;;;;;;;;;;;;;;
160;FS;N5;20;0.491;0.463;0.441;0.353;0.394;0.374;0.35;0.272;;;;;;;;;;;;;;
160;FS;N5;30;0.506;0.429;0.389;0.295;0.409;0.34;0.298;0.214;;;;;;;;;;;;;;
160;FS;N5;40;0.528;0.447;0.423;0.329;0.431;0.358;0.332;0.248;;;;;;;;;;;;;;
160;FS;N5;50;0.455;0.385;0.338;0.279;0.358;0.296;0.247;0.198;;;;;;;;;;;;;;
160;FS;N5;60;0.483;0.407;0.389;0.297;0.386;0.318;0.298;0.216;;;;;;;;;;;;;;
160;FS;N5;70;0.528;0.474;0.421;0.331;0.431;0.385;0.33;0.25;;;;;;;;;;;;;;
160;FS;N5;80;0.457;0.394;0.355;0.28;0.36;0.305;0.264;0.199;;;;;;;;;;;;;;
160;CC;N3;10;0.242;0.234;0.235;0.233;0.122;0.126;0.13;0.121;;;;;;;;;;;;;;
160;CC;N3;20;0.235;0.235;0.241;0.227;0.115;0.127;0.136;0.115;;;;;;;;;;;;;;
160;CC;N3;30;0.282;0.27;0.277;0.272;0.162;0.162;0.172;0.16;;;;;;;;;;;;;;
160;CC;N3;40;0.346;0.326;0.348;0.32;0.226;0.218;0.243;0.208;;;;;;;;;;;;;;
160;CC;N3;50;0.348;0.334;0.325;0.317;0.228;0.226;0.22;0.205;;;;;;;;;;;;;;
160;CC;N3;60;0.433;0.41;0.414;0.36;0.313;0.302;0.309;0.248;;;;;;;;;;;;;;
160;CC;N3;70;0.497;0.496;0.469;0.41;0.377;0.388;0.364;0.298;;;;;;;;;;;;;;
160;CC;N3;80;0.497;0.479;0.453;0.397;0.377;0.371;0.348;0.285;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
